cycles:u,instructions:u,branch-misses:u,cache-misses:u,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss:u,l2_rqsts.demand_data_rd_miss:u,l2_rqsts.all_demand_miss:u,dtlb_load_misses.walk_pending:u,itlb_misses.walk_pending:u,dtlb_store_misses.walk_pending:u,dtlb_load_misses.walk_pending:u,offcore_requests.l3_miss_demand_data_rd:u,ocr.hwpf_l2_rfo.l3_miss:u,ocr.demand_data_rd.l3_miss:u,icache_64b.iftag_miss:u,page-faults:u,IPC,CPI
309267727,224846884,141137,610789,3906026,11883,77978,225563,454646,10398,25594,1921,44612,270370,435709,997987,87094,1002731,997987,128200,789564,73624,21215,421,0.73,1.375459253
304311711,910840069,707770,2501393,16034407,25903,139526,127393,551492,5581,20896,1539,36135,192293,175052,24583,1403,77019,24583,212,165991,129197,25815,168,2.99,0.334100048
308440750,404376204,861584,54273,2976269,38447,2479,138,1060136,1472,4954,835,14888,18775,76809,46617,2304,111979,46617,313,34065,6374,22418,0,1.31,0.762756925
306537849,654839475,404064,834525,7514483,1218244,159919,375486,893779,5877,13674,2962,59975,635560,981024,34418,119716,28727,34418,2555,6695,3488,8437,1043,2.14,0.468111439
303843384,802193251,645113,2687630,14530205,24047,92850,192997,643098,2782,16857,906,25881,562566,569750,76442,57902,204691,76442,507,331,231,3908,280,2.64,0.378765819
301925045,507025516,739627,1476472,6211006,19053,3666,40285,596899,1166,2395,35,3306,13546,476442,625022,118218,747189,625022,64700,559035,146126,25142,168,1.68,0.59548294
309232312,507292779,912396,63985,3489137,40187,3340,13816,998576,1412,3978,15,3578,6068,73215,109363,148945,554342,109363,557,2886,2060,36209,0,1.64,0.609573652
300222605,820895227,770345,2828454,12135726,73039,271891,320117,433482,13567,17865,1929,1393,4559,7102,149424,8700,9902,149424,18213,234223,36038,2293046,1043,2.73,0.36572585
306967562,481017916,422434,1577842,8939867,31697,123633,251909,454523,5708,14318,140,5677,11431,4628,641964,100055,650886,641964,115186,563366,101244,24218,280,1.57,0.63816243
309038308,270771374,725544,288498,2682594,13123,2124,165755,478428,8797,15675,1237,23725,354005,713092,901671,127937,457572,901671,75585,279096,49483,7541,168,0.88,1.141325626
286455048,481954668,690727,1821421,5344518,20122,42567,71856,753784,2434,11679,2600,30454,15915,96923,18274,39545,6193,18274,707,3726,3313,38608,406,1.68,0.594360978
287438329,688398483,460748,1748946,3779442,44097,61428,9437,129221,596,205,70,8096,69635,458877,457926,278527,814330,457926,63810,288589,176621,316940,645,2.39,0.41754643
306833499,669857038,420933,2213560,12361048,35298,107304,234528,444157,1197,3071,5,1142,14273,480207,674972,135557,637715,674972,65829,523002,152483,19589,280,2.18,0.458058185
308057734,203694808,165495,320577,2307272,10984,82050,201792,351411,13762,15350,1032,24461,482506,667700,238746,149727,697916,238746,2474,22713,2261,8029,167,0.66,1.512349465
306790498,192370464,632110,238268,2233567,5576,3976,33194,693848,1818,1768,1307,26698,16232,104996,13846,36698,9951,13846,613,2241,179036,116490,4,0.63,1.59479003
292471185,579712397,213901,1295040,1214023,23289,2928,773,108263,1107,3913,1623,66169,261561,782855,622425,232559,1117367,622425,62926,145164,123890,52896,827,1.98,0.504510834
303044173,577233715,362500,1199179,4648203,5866,889,64920,273586,8617,16353,1172,24575,348248,699334,92000,145690,342989,92000,1415,8219,80815,48653,210,1.9,0.524993889
306420718,656504862,525727,2293452,12930740,27573,98058,94220,711842,15508,18994,736,12924,18106,80476,117683,1828,206253,117683,1992,17509,3201,20729,168,2.14,0.466745543
306757352,344861928,961020,382168,3169838,55763,6466,1978,888967,230,30,305,34388,18248,414994,1294467,391063,2316662,1294467,208917,38522,2801,14820,772,1.12,0.889507734
309324528,614293255,103543,49967,1000654,1163196,20393,138371,582602,8697,29812,1838,24999,88868,510499,974897,193378,1751952,974897,34748,62800,2813,8682,551,1.99,0.503545376
309135891,269002455,298949,1264405,7630817,22569,125574,280276,658828,14132,12513,606,12177,23844,100155,197203,38136,170575,197203,18571,321438,2154,6495,0,0.87,1.149193568
299761220,837069265,723342,2675030,12524261,18975,74513,120483,821115,1488,7270,165,6242,15620,58312,813357,89924,268881,813357,113855,662563,85055,25882,168,2.79,0.358108023
309227824,453988541,925404,59048,3273118,37755,2514,789,881300,13259,43779,4012,60230,239499,112008,291026,80978,49658,291026,5755,226630,8397,32590,772,1.47,0.681135747
302845030,705620365,767073,2471916,11672080,94848,135806,297030,725313,14608,37990,1297,21984,96199,169209,91255,79148,15724,91255,3288,5611,3513,175563,551,2.33,0.429189753
303925288,888935303,632955,2219758,11541627,20835,53642,112797,316266,345,1738,475,15189,394522,683173,11844,47950,47636,11844,782,436917,149619,28590,0,2.92,0.341898096
305481122,340607918,805925,718772,4020137,6607,1719,41446,677673,666,1929,227,17302,102382,179614,1332451,146346,792397,1332451,95881,200607,161898,23915,168,1.11,0.896870289
309197836,492873044,831770,1571988,5622446,68217,221744,278713,374500,676,278,847,26312,27391,132622,20914,63012,6405,20914,1327,9775,4452,37824,772,1.59,0.627337688
302725734,868702567,603166,3072384,12995260,25760,105874,233148,433280,1281,3919,760,15172,6077,6407,612317,36542,1168192,612317,34420,546671,164869,106058,551,2.87,0.348480303
309015151,212315009,171394,278920,2787483,10402,69784,192146,348425,7615,1452,883,18983,84900,482084,687592,154468,780422,687592,67370,551898,145772,20730,0,0.69,1.455455987
309245639,187518160,591639,252777,2253992,8707,4230,62877,701186,9327,18023,2145,32042,488210,675567,209440,152515,689680,209440,2342,22948,2505,8542,168,0.61,1.649150349
289029569,570278620,206307,1241680,1181626,29084,3617,1126,207597,680,92,1643,28147,15556,108222,18518,32866,9556,18518,601,4796,179914,93811,772,1.97,0.506821681
302481461,883007807,562199,2320701,11394295,26133,119490,156396,398809,1285,1767,1984,60672,124153,696598,746888,436126,1120053,746888,155915,758716,243431,31734,559,2.92,0.342558082
309327771,148383286,178582,1045350,4788486,22422,74867,217975,278734,376,280,280,14253,298995,557432,1131994,130826,745788,1131994,91101,379997,55709,15198,0,0.48,2.084653732
309317840,158669788,974123,427809,2785003,20419,12219,109267,845510,15286,19833,1403,23464,465962,574788,86048,63355,491895,86048,1334,30572,1108,5436,167,0.51,1.949443835
306795611,914551563,450669,123018,16692153,909696,5744,479,665850,170,55,400,29720,17047,109511,43632,22445,7809,43632,174543,1019254,403489,274442,423,2.98,0.335460157
309265283,944467601,454334,43500,18807655,1222406,7803,88,447959,556,140,65,1114598,2082069,3579862,80098,29125,21710,80098,4633,356,8103,1227031,1,3.05,0.32744933
309195750,944845824,464933,34750,18816329,1215625,7695,74,465211,626,150,115,1082047,2067962,3539491,88684,28334,27013,88684,4776,262,6485,1193709,0,3.06,0.32724466
309068609,665718806,214498,22742,10158224,848090,7168,138,445579,1036,130,110,1125105,2080668,3579658,868707,2566,110191,868707,129319,94754,55900,8114,276,2.15,0.464262998
307313279,264005292,83140,40021,337231,1296729,17229,114545,518794,7403,30962,1918,27481,176654,368408,923583,134833,1595138,923583,45602,342093,2035,7420,475,0.86,1.164042117
302769814,607739961,604637,2543445,10532444,35470,120309,275075,635977,14220,13742,957,13211,34291,100909,441283,1966,34981,441283,99987,655786,133165,23047,0,2.01,0.498189741
302274232,727414416,739575,2046914,12135754,26993,89448,122530,798362,1442,6252,50,6663,16026,64838,163467,0,70527,163467,5823,232795,8015,56792,57,2.41,0.415546111
307037528,468679991,880804,70410,3238011,39285,3842,187,871325,12153,38168,4007,65864,244464,153717,59514,4841,17936,59514,3119,6093,3582,14376,772,1.53,0.655111236
303430973,690364998,789258,2511368,11124133,412271,135303,243438,725489,12625,34113,1482,27127,192257,267710,12978,9627,68343,12978,250,240772,169276,48067,551,2.28,0.439522534
303272225,879557325,659612,2377714,11999594,20540,81773,129954,350456,561,771,235,12166,299293,551995,1137684,124787,799225,1137684,103246,273412,104665,48463,0,2.9,0.344800977
303998937,333659452,814029,727017,4293068,5724,1684,37514,800590,701,3371,5,10760,28845,134903,10828,96472,7609,10828,1411,22336,77782,46875,168,1.1,0.911105426
309255054,496800091,865574,1407832,5708773,70549,218148,275911,412688,1779,210,85,586,4259,6113,632807,33895,1002557,632807,45878,274067,9132,52832,902,1.61,0.622493956
302368492,877565440,636549,3127619,13387415,27644,112192,238263,447518,1112,3051,15,1172,13815,426890,362527,143875,662705,362527,13917,261315,196440,114060,421,2.9,0.344553783
308292751,232821160,194429,459071,2591190,9578,87088,206809,338988,13765,21513,1047,23477,464690,569725,1132992,220988,557120,1132992,130845,638471,174970,24329,2,0.76,1.324161219
308593445,215733597,744888,445546,2222191,4318,12866,39953,654172,1969,7871,1603,26661,17561,107908,212117,125088,447724,212117,3641,173725,10203,7640,166,0.7,1.430437583
280854198,569856561,279430,1649560,1889138,22046,6066,2016,111671,621,1152,1944,46474,109456,768458,52217,195523,243555,52217,3658,19286,120721,94021,902,2.03,0.492850688
298873614,685979213,476481,1848145,6517267,9901,5284,67423,232861,7941,15437,946,26349,266893,492002,676541,250420,1486696,676541,76470,232653,123483,25578,421,2.3,0.435689024
302470547,455359449,379090,2187034,10149623,24523,200219,266165,711459,18864,13231,1182,19727,109601,324548,464236,233100,562396,464236,3916,65618,2800,3777,168,1.51,0.66424568
308006305,276813619,792993,554555,2970267,28565,12370,63137,818110,200,40,400,45581,19683,137681,115729,31795,251358,115729,4812,97205,9843,4098,0,0.9,1.112684795
307289545,607684534,108424,35580,56563,1076670,24502,102984,389425,4685,16587,12920,87411,72892,141893,1539405,218248,1507707,1539405,385632,720243,185615,34713,910,1.98,0.505672809
304108662,537971545,339565,1154643,4185068,5446,2229,226107,278674,8541,18736,2237,46772,313566,590625,770473,274659,1036264,770473,15243,283230,182027,30863,421,1.77,0.565287634
304912121,664496442,532194,2541242,13021137,26204,114555,101561,710260,17881,11183,1890,38631,358955,703493,90923,136284,376281,90923,2342,21423,858,3464,2,2.18,0.458861932
307638308,351730766,974248,416105,3208037,34947,5271,1114,891461,611,12860,821,21409,18559,81959,145199,6676,216111,145199,4741,66687,7604,1979,165,1.14,0.874641452
309026460,613015712,103387,64094,1359388,1198888,43602,127599,496971,4078,3831,914,40487,17005,440283,1138981,260621,2040086,1138981,158118,30184,3150,8525,620,1.98,0.504108547
309069896,302981884,328784,1475761,8115447,20743,150268,374802,770967,16052,36491,1618,25593,244700,645988,633758,191172,1642495,633758,37441,309013,1622,6646,421,0.98,1.02009365
300929049,823085551,719271,2636346,12220184,21595,114237,129464,501463,8313,10378,736,10935,23633,93318,596340,563,199514,596340,121198,643128,105290,23991,168,2.74,0.3656109
307016873,447766946,913988,89779,3235564,63964,7832,29129,1122733,1868,7505,25,6328,15187,62543,285251,0,116886,285251,7809,235279,7854,34339,0,1.46,0.685662208
303119581,705558670,766376,2467692,11187434,121252,154263,185076,914473,12618,45328,3922,61712,237817,94801,92236,1697,30524,92236,4578,8268,5011,162177,902,2.33,0.429616407
303867152,881184297,669310,2823055,14032032,40727,77908,252395,587983,14710,37190,1468,21500,126453,168591,13811,1922,57220,13811,607,389963,166350,26616,421,2.9,0.3448395
305588336,341860937,577263,825396,4413108,16535,4383,67855,186853,330,766,320,15179,358766,565449,1299450,140311,831178,1299450,93301,186069,167033,24574,168,1.12,0.89389662
308893407,471465274,1037898,248392,3401681,27667,5158,55098,792975,816,1974,90,13005,29572,138678,15237,64819,6394,15237,1102,10089,5210,42112,0,1.53,0.655177431
302092903,757591693,656882,3510170,9118436,80417,263303,309387,328840,501,220,250,1247,4753,6651,708044,50883,1282369,708044,37262,602016,167015,98820,1043,2.51,0.398754244
306807470,552070319,423653,2241252,11377382,39069,130243,253873,429254,1062,3247,0,1934,141125,478431,699235,160416,758450,699235,71100,563408,169849,21585,280,1.8,0.555739839
307445077,183593293,129438,296408,1876675,21507,92295,210175,348501,13686,15382,1117,25586,475439,649401,254255,164597,705644,254255,3495,61592,3507,8517,168,0.6,1.67459863
299176289,241916808,684382,990161,2303932,5799,7293,35559,693572,1909,2004,997,28141,15891,105963,12652,21052,10867,12652,1302,10836,199698,101430,331,0.81,1.236690792
294315654,583474287,185059,707321,1329606,23149,4337,1233,108802,586,1463,2765,61163,235219,880604,699096,232488,1161437,699096,66658,48403,160410,50536,851,1.98,0.504419236
303122770,602756986,386626,1308736,5069587,7238,1121,59947,256738,8352,15583,1252,25811,384160,709394,131106,172224,379662,131106,3533,23357,4099,38478,141,1.99,0.502893831
304709792,583686678,471212,2270496,11989275,31031,147365,98219,733131,16456,19379,881,15104,22173,81092,100605,6232,242859,100605,2090,67796,5120,31278,168,1.92,0.522043424
308634299,323917292,906519,497501,3176893,32239,6435,1058,878567,205,30,536,34015,16672,106469,1715349,292388,2202029,1715349,291588,102533,43175,24988,772,1.05,0.952818224
309209536,613099848,105840,46228,342103,1155124,21816,121046,437106,3417,8212,4449,48758,367852,740908,440402,140279,679360,440402,16788,58707,5443,25638,279,1.98,0.504337975
307512478,381202113,218495,625604,2706091,8537,83417,199708,299758,10575,22530,1212,23942,448477,466341,373229,52197,96338,373229,128196,545242,226175,34522,280,1.24,0.806691431
305906517,828931938,668481,2924236,15017537,24096,147630,164893,684831,10644,17444,410,8323,19572,122665,127446,42239,249984,127446,2995,8752,519,9362,167,2.71,0.369036953
307774214,404348943,670342,398009,3248275,38280,4115,1099,900765,240,65,380,30831,264984,717607,396777,407548,1602219,396777,2883,49753,839,2887,124,1.31,0.761159932
309211731,614892875,128494,350785,3560687,1192815,102837,210997,696362,8983,26702,907,27552,435388,758467,665925,337637,837303,665925,29694,8318,4115,9063,776,1.99,0.502870896
304123813,500246844,394052,2070885,10629289,25999,171071,327149,592873,8003,8158,245,7682,16524,284805,257957,230542,699082,257957,2994,112504,1509,2630,141,1.64,0.60794749
301878984,730253434,636105,2255573,10142147,16683,67037,151267,721081,1357,5271,25,6837,19011,79496,683767,116071,659825,683767,140387,734567,79051,26594,168,2.42,0.413389338
309183803,477953022,930971,89196,3338547,37430,21199,90841,810973,22443,49244,3932,38633,7053,35516,280451,21544,681456,280451,7509,197942,3839,32254,772,1.55,0.646891616
301277171,724432135,876839,2744878,13024181,67097,185867,337050,703867,14013,43055,1879,31069,22016,20723,86691,6883,33365,86691,4258,6112,9331,2232423,551,2.4,0.415880462
304032941,768433701,589083,2301799,10249622,16292,32859,120242,232471,605,142,642,18407,30549,111012,75860,0,1277,75860,126170,694250,172706,28663,0,2.53,0.395652794
309138920,298461517,804291,541444,3745937,6231,5414,47401,760730,884,11306,1533,32977,363048,508364,1173526,164597,927131,1173526,100185,217787,171973,22136,168,0.97,1.035774806
309170357,513239601,767703,1933358,5241110,66849,238250,296326,413947,797,1638,2639,25849,31377,126272,22196,55290,10747,22196,2248,13083,6513,40471,772,1.66,0.60238991
302502115,894303296,599387,2986061,12427088,23042,122643,283307,464155,1162,2015,494,1162,4315,6144,630694,174430,1334994,630694,142068,708396,262591,62799,551,2.96,0.338254501
309207803,193396477,163112,429659,3391222,10995,98424,249586,239371,3398,1950,55,3497,293708,489558,1011523,136912,823908,1011523,77637,688493,120758,19110,0,0.63,1.59882852
309252623,181441854,678003,182764,2372731,12746,3547,8210,690231,10271,16534,1322,27338,498095,629313,178420,139207,721577,178420,2743,35659,4321,9075,168,0.59,1.704417234
293035526,579850585,173453,858928,721361,25261,6824,34685,425530,1643,20,561,29050,16916,110135,18087,25998,8141,18087,958,51025,269638,89589,772,1.98,0.505363853
303946939,531718951,332623,1225173,4472024,18918,3169,23838,127900,1573,11156,2264,69837,259904,670796,705331,245703,1012529,705331,13493,281242,174175,30744,551,1.75,0.571630818
304278392,662426206,475485,1641899,7714115,30873,6347,226715,379481,8691,16065,1352,25176,367391,733767,84671,105009,343285,84671,1672,12769,663,4753,0,2.18,0.459339303
307696576,329402161,982674,1658031,9108522,44392,138826,112088,769818,15830,18554,866,13115,19962,82237,125068,3250,225615,125068,1365,35049,1853,1697,168,1.07,0.934106124
307927961,568615727,326115,49163,1500511,36916,4219,529,882164,200,40,616,32974,16904,257391,1454532,281938,2313702,1454532,158912,31094,2737,9043,772,1.85,0.541539649
306119710,587414844,240585,512652,2759224,1319557,24605,126146,433024,2675,8277,3141,45426,370630,715334,598945,155357,657623,598945,103933,577588,226045,29357,559,1.92,0.521130361
301771647,393568151,296660,1245463,3094971,19603,85865,195403,310554,13541,21030,1087,26642,340366,451427,57935,26685,104023,57935,532,5574,494,9048,0,1.3,0.766758302
306963494,798834968,618033,2531755,15372111,30009,151180,162234,666312,8444,17223,436,7661,28810,123147,71093,4027,159493,71093,1509,16629,513,4346,167,2.6,0.384263967
306393242,424503087,746924,153435,2945827,32693,3350,510,906234,175,15,95,30476,394944,815036,500682,339000,1365110,500682,3518,7534,4459,15608,490,1.39,0.721769173
308034905,625158342,160809,406382,4127342,1196792,102968,214218,722183,8797,24013,951,24420,454151,793079,240230,172820,645432,240230,2424,114660,2534,29034,551,2.03,0.492731016
304779897,541144443,421126,2104674,11238782,27966,171594,173570,582630,6109,8154,15,7206,12646,44110,663580,104581,644016,663580,130417,332412,30101,33713,0,1.78,0.563213576
301731355,743822548,603976,1989649,9892318,16522,64324,140176,691971,1363,6289,40,3939,14557,17013,258574,29198,645690,258574,9680,199388,130115,47607,168,2.47,0.405649648
309118829,488231195,925196,75016,3338890,41970,100238,234967,778801,22461,49310,2460,27839,10529,27770,123971,3558,13798,123971,5703,6597,5021,47409,772,1.58,0.633140267
300824594,725002773,881851,2707888,13043680,69708,186983,328040,703603,14097,38568,1137,19487,37232,108274,109785,0,1972,109785,4360,5929,10186,2277806,551,2.41,0.414928887
303114492,768415491,587145,2194836,10250303,16468,33292,117649,229569,501,7449,706,17034,364182,550931,801358,205177,979293,801358,185365,807859,173260,28271,0,2.54,0.39446692
308777854,316517077,808447,531089,3759327,6513,4866,41581,786306,360,2945,1342,17115,31534,124967,1100040,145253,281153,1100040,99129,235283,206909,21751,168,1.03,0.975548798
309049791,515789683,782416,1850442,5266292,66191,228984,281173,305941,581,210,125,1052,4459,10868,35906,97078,11385,35906,833,5636,4127,38047,772,1.67,0.599177923
302201835,896354955,600943,3019066,12437226,23203,115119,255560,420703,631,2795,0,3181,169842,323036,605389,357959,1587586,605389,143055,669005,259751,63581,551,2.97,0.337145272
309075691,192487552,162315,359007,3429721,12354,81308,192655,416396,11729,16384,1312,30829,652739,776212,922515,176938,758620,922515,80085,723024,123063,17894,0,0.62,1.605691837
309052463,180932927,668106,220774,2397318,10851,4625,32138,733154,1393,40,1239,39237,117547,442137,193656,138068,720860,193656,2731,56690,4653,8587,168,0.59,1.708105142
291258397,570551044,171189,918995,652349,8384,4030,1052,108341,1448,11409,2527,44900,81010,129326,19598,20313,7321,19598,983,39136,278903,92024,902,1.96,0.510486135
303581456,552581928,354059,1187568,4331730,5253,1396,75738,272173,8699,19271,1919,94052,284267,683000,726189,265161,1111483,726189,14146,237084,170776,29271,421,1.82,0.549387232
305613850,638790652,513411,2339830,12677941,28314,148668,98216,712708,18199,9006,1693,33960,349841,699692,108234,116953,362348,108234,1929,14593,720,3219,0,2.09,0.478425677
308318811,336308378,934035,456968,3228543,32655,5126,378,890141,2089,15663,1112,25407,20006,81115,120793,2461,222686,120793,2079,43534,2592,1929,168,1.09,0.916774101
309228396,612711514,104529,49614,615929,1148961,21169,123383,473640,741,2200,1162,38429,17017,151625,1613154,275329,2325184,1613154,160297,33977,3138,8442,902,1.98,0.504688404
308287281,351393358,208043,542452,2536415,8689,50224,60973,267521,8282,11493,3738,45660,365988,726997,543353,155206,633423,543353,102809,540396,229494,32290,429,1.14,0.877328139
304441214,840821974,678067,2898966,15167131,23850,172468,283581,698913,8959,20457,1147,25890,443693,461274,51250,42024,107877,51250,770,5844,438,10251,0,2.76,0.362075711
307779876,402881509,671094,371909,3235565,43388,50700,78357,704744,9093,17424,436,8408,19999,125078,89603,1741,214246,89603,1697,44496,582,2712,167,1.31,0.763946394
309291594,613878583,125574,278776,956699,1307511,24752,76099,622654,155,30,210,29352,262890,706264,878574,400419,1855939,878574,59309,6690,4240,9351,620,1.98,0.503831869
304635226,462870627,373806,1545758,8971633,115126,189101,336604,881019,8963,27313,1147,26059,412223,674285,430881,238806,738438,430881,13788,110963,1052,3419,421,1.52,0.658143352
300445567,774480774,718699,2811221,15018095,34086,163231,214742,620268,8855,8650,255,7096,21903,52107,778407,91095,680352,778407,155102,621038,80130,25960,0,2.58,0.387931602
306116384,420671688,774660,521099,4073469,44959,34033,121891,776270,1372,5561,20,5351,13766,66265,271134,682,640191,271134,6958,235276,4854,33653,168,1.37,0.727684778
301527084,657029941,779141,589540,6515777,97460,4930,34524,836540,19406,49332,3742,26319,82338,7503,59600,2692,13409,59600,4258,6632,4741,1769226,902,2.18,0.458924419
300220081,839118592,850164,3485532,13749633,59196,167062,336368,712615,14913,37015,1372,20311,89553,157996,27094,1772,131,27094,66815,693039,168294,24897,421,2.8,0.357780275
298830973,698565149,524216,1946540,9391740,25174,59524,120544,280094,305,1027,495,16583,360889,582917,1281712,151319,899105,1281712,100005,198608,164011,24298,168,2.34,0.427778244
307012204,308686699,972180,369799,3430948,7010,3140,64918,674171,771,2059,125,13826,29602,137674,12518,63874,5498,12518,870,5711,3594,40697,0,1.01,0.994575422
307244016,488761332,833762,1768566,5616511,68516,231140,284832,375054,526,225,155,1247,4365,6807,587729,51056,1211468,587729,35630,590381,175089,132470,902,1.59,0.628617683
302530933,865269451,597992,3134868,12901577,25150,116555,255089,432278,947,3141,10,1718,14410,476621,683283,145949,688487,683283,70404,583725,164371,56635,421,2.86,0.34963783
309147798,217507387,174641,338001,2604616,9793,77307,195754,340736,14171,16872,1117,23106,498280,586958,348641,175018,736463,348641,44804,105172,61242,37418,168,0.7,1.421320914
309023384,209199856,621271,290066,2206422,5561,5671,31938,670320,1999,4660,1392,28158,15814,108787,50367,17611,5655,50367,2897,54742,9151,27518,0,0.68,1.477168244
283684363,585943703,281270,1453014,1675401,22057,3714,1045,111429,606,1282,3266,49842,113490,852836,750645,182394,1294877,750645,84559,292593,247943,94913,1043,2.07,0.484149521
300454157,656165075,435973,1481119,5878051,8713,1835,31413,231562,8161,15476,986,27539,352533,550318,592689,139640,478194,592689,14836,58698,124453,24994,280,2.18,0.457894162
305350228,488095786,396863,1970756,10696251,27435,167953,247557,697312,16909,18600,1072,17378,83607,110246,166322,50030,267334,166322,4374,33101,1296,3682,168,1.6,0.625594887
309207916,291756742,829648,482847,3036461,28416,6620,58662,843836,175,25,496,30584,16923,104006,155247,124071,155996,155247,3554,43253,2486,4421,0,0.94,1.059814124
309232240,613158748,108565,24380,108016,1129912,22018,107210,400984,4133,7897,3156,68731,339661,615537,1842189,464334,2265430,1842189,348008,548897,165398,9076,910,1.98,0.504326557
304200400,479077250,290989,916796,3580241,4684,44282,210037,285888,9278,24930,1147,22665,416182,526506,632873,275870,823317,632873,69358,400900,176311,33170,421,1.57,0.6349715
304707212,708343191,571260,2637178,13708089,24522,125158,115921,680978,13239,18216,721,13610,166522,311141,97647,123804,169345,97647,920,15526,726,2267,167,2.32,0.430168901
307979116,358594745,955546,379312,3244190,34378,4375,397,895401,185,40,852,39009,26663,126836,126646,7842,197648,126646,1747,31992,2549,1822,0,1.16,0.858850054
309252405,613641585,101946,67153,1677568,1163109,84069,182396,600584,8598,33104,1989,42672,20718,484994,1106857,249072,1972832,1106857,155786,29472,3357,8963,761,1.98,0.503962594
307083707,322329566,331132,1423103,8367425,21887,147741,327487,657492,11542,14455,1279,26465,324843,653408,634067,195191,1618407,634067,22432,238568,1409,6539,280,1.05,0.952701022
300566010,825046518,708752,2608965,12283625,19254,92742,124912,814814,1903,6318,723,19220,24033,93229,556927,1158,222909,556927,119208,637837,101236,24775,168,2.74,0.364301895
309077002,450072103,925560,68666,3271609,39960,4011,498,913496,1230,4841,828,14619,16328,60175,274822,0,75473,274822,7195,229417,10308,33054,0,1.46,0.686727749
303332793,699808190,757258,2496938,11490025,99355,145835,277961,778731,18042,47857,5122,61872,241061,135950,64334,12632,27751,64334,3927,6526,4346,22289,1043,2.31,0.433451333
303574688,879623981,653705,2371279,11850783,22477,71888,149223,479639,14266,38993,1718,25002,177369,221671,21525,2780,74068,21525,576,259579,170704,26369,280,2.9,0.345118704
304121833,329276881,828754,706264,4336504,15149,5478,56604,538584,447,941,250,13716,299620,556858,1236324,121481,775004,1236324,118744,307204,177773,24558,168,1.08,0.92360518
309093304,483589417,854537,1335920,5152634,73613,162657,300222,788421,1047,3622,15,5190,28107,130930,13553,152428,6802,13553,807,5254,3595,39213,324,1.56,0.63916474
302707518,896371200,634085,3132667,11780148,49061,196937,172532,294117,3573,205,270,1448,4616,6940,657672,4985,108288,657672,36829,381680,195254,135894,858,2.96,0.337703306
307795431,292843027,281027,1205253,6725913,27381,53871,174080,383790,1583,3126,20,2966,3763,228621,715387,158362,678509,715387,52294,479471,186563,24007,141,0.95,1.05105945
305480495,246433304,963352,523042,2439168,16485,102874,248878,430116,10102,22964,971,23439,481858,571829,655052,173164,853899,655052,40761,232380,11856,5930,168,0.81,1.239607188
274298433,468267439,337807,2205327,4392930,29842,55926,41391,651968,2034,9275,3307,29066,15829,102899,16649,52936,5662,16649,1421,7172,5004,99710,772,1.71,0.585773022
293717412,689633230,411102,1816744,4530235,24198,4994,1576,113644,661,215,796,26004,88092,566752,869392,133753,988661,869392,74505,374102,19956,23472,551,2.35,0.425903798
306359108,370966992,272651,802660,4432600,19317,10197,65823,160272,7802,15504,931,23264,205688,548353,580649,239296,607231,580649,26215,22665,2743,6826,0,1.21,0.825839265
303911286,397701584,383918,1701765,9785515,27516,157656,285541,722722,18802,10716,1272,20393,180125,189166,157323,32424,291108,157323,2862,80129,4666,5624,168,1.31,0.764169162
308284246,278752446,805017,588834,2825153,25004,7264,62305,735239,155,30,636,34551,18030,114629,1006953,44640,341472,1006953,337830,953161,266357,45975,772,0.9,1.105942747
307098720,607884817,112433,31357,56460,53021,12934,86662,301480,4273,16314,3627,91925,150150,491927,636357,303211,1437185,636357,76827,262631,50432,42770,279,1.98,0.505192285
300723003,667378908,437952,1626330,6031884,8014,2132,47547,228702,8255,15409,901,26093,352764,546120,364838,166006,389144,364838,1491,33324,112039,49948,280,2.22,0.450603097
305142145,490257249,397265,1970095,10753908,24242,173117,244097,693640,16782,18835,1132,16466,82024,109559,102543,2342,252593,102543,5026,41946,5296,19215,167,1.61,0.622412306
308102700,275157641,791787,522586,2901658,28612,13151,40436,808351,150,20,310,30739,17606,107150,1578618,355774,1333170,1578618,345894,1067828,94688,19013,124,0.89,1.11973158
309293408,937950061,458053,35721,18922919,1232824,7068,81,462457,561,125,20,1083314,2067257,3551551,464212,2674,27412,464212,123190,154492,126231,1046784,299,3.03,0.329754665
309232401,942756079,460424,45297,18848382,1207758,9020,410,455764,571,130,5,1036369,2043294,3493355,248944,61338,25629,248944,9001,739,6907,1229794,1,3.05,0.328008918
309271809,947557877,441113,37359,18840954,1242060,8557,28,466970,571,90,10,1094407,2031869,3547704,1191430,154359,702833,1191430,5311,532,6920,1229062,276,3.06,0.326388305
309449795,636588523,190164,379814,4577749,1175655,108742,305907,724727,9369,20005,962,26148,404182,877662,160811,225325,453572,160811,1503,5217,1998,8017,367,2.06,0.486106463
304392521,573827910,448910,2294262,11292809,31988,141460,178223,570466,6435,8404,145,7421,14734,81408,220661,155637,514438,220661,3771,126551,920,1440,108,1.89,0.530459595
300213677,738296256,610039,2082908,9883277,16053,75971,150074,707294,1472,6437,50,6151,17627,26983,709226,137499,634008,709226,134245,512371,122772,27321,57,2.46,0.406630366
309220434,479266659,932480,78528,3331783,40979,97425,211173,801649,22577,48948,4059,39132,7588,35910,276981,51195,638021,276981,8748,154260,2843,34902,772,1.55,0.645194962
